
332,The markets for the Company’s products and services are highly competitive and the Company is confronted by aggressive competition in all areas of its business.,2017,The markets for the Company’s products and services are highly competitive and the Company is confronted by aggressive competition in all areas of its business,markets company ’ products services highly competitive company confronted aggressive competition areas business
333,"These markets are characterized by frequent product introductions and rapid technological advances that have substantially increased the capabilities and use of mobile communication and media devices, personal computers and other digital electronic devices.",2017,These markets are characterized by frequent product introductions and rapid technological advances that have substantially increased the capabilities and use of mobile communication and media devices personal computers and other digital electronic devices,markets characterized frequent product introductions rapid technological advances substantially increased capabilities use mobile communication media devices personal computers digital electronic devices
334,Many of the Company’s competitors that sell mobile devices and personal computers based on other operating systems seek to compete primarily through aggressive pricing and very low cost structures.,2017,Many of the Company’s competitors that sell mobile devices and personal computers based on other operating systems seek to compete primarily through aggressive pricing and very low cost structures,many company ’ competitors sell mobile devices personal computers based operating systems seek compete primarily aggressive pricing low cost structures
335,The Company’s financial condition and operating results can be adversely affected by these and other industry-wide downward pressures on gross margins.,2017,The Company’s financial condition and operating results can be adversely affected by these and other industrywide downward pressures on gross margins,company ’ financial condition operating results adversely affected industrywide downward pressures gross margins
336,"Principal competitive factors important to the Company include price, product features (including security features), relative price and performance, product quality and reliability, design innovation, a strong third-party software and accessories ecosystem, marketing and distribution capability, service and support and corporate reputation.",2017,Principal competitive factors important to the Company include price product features including security features relative price and performance product quality and reliability design innovation a strong thirdparty software and accessories ecosystem marketing and distribution capability service and support and corporate reputation,principal competitive factors important company include price product features including security features relative price performance product quality reliability design innovation strong thirdparty software accessories ecosystem marketing distribution capability service support corporate reputation
337,"The Company expects competition in these markets to intensify significantly as competitors attempt to imitate some of the features of the Company’s products and applications within their own products or, alternatively, collaborate with each other to offer solutions that are more competitive than those they currently offer.",2017,The Company expects competition in these markets to intensify significantly as competitors attempt to imitate some of the features of the Company’s products and applications within their own products or alternatively collaborate with each other to offer solutions that are more competitive than those they currently offer,company expects competition markets intensify significantly competitors attempt imitate features company ’ products applications within products alternatively collaborate offer solutions competitive currently offer
338,"The Company’s digital content services have faced significant competition from other companies promoting their own digital music and content products and services, including those offering free peer-to-peer music and video services.",2017,The Company’s digital content services have faced significant competition from other companies promoting their own digital music and content products and services including those offering free peertopeer music and video services,company ’ digital content services faced significant competition companies promoting digital music content products services including offering free peertopeer music video services
339,The Company’s future financial condition and operating results depend on the Company’s ability to continue to develop and offer new innovative products and services in each of the markets in which it competes.,2017,The Company’s future financial condition and operating results depend on the Company’s ability to continue to develop and offer new innovative products and services in each of the markets in which it competes,company ’ future financial condition operating results depend company ’ ability continue develop offer new innovative products services markets competes
340,"The Company believes it offers superior innovation and integration of the entire solution including the hardware (iOS devices, Mac, Apple Watch and Apple TV), software (iOS, macOS, watchOS and tvOS), online services and distribution of digital content and applications (Digital Content and Services).",2017,The Company believes it offers superior innovation and integration of the entire solution including the hardware iOS devices Mac Apple Watch and Apple TV software iOS macOS watchOS and tvOS online services and distribution of digital content and applications Digital Content and Services,company believes offers superior innovation integration entire solution including hardware ios devices mac apple watch apple tv software ios macos watchos tvos online services distribution digital content applications digital content services
341,Some of the Company’s current and potential competitors have substantial resources and may be able to provide such products and services at little or no profit or even at a loss to compete with the Company’s offerings.,2017,Some of the Company’s current and potential competitors have substantial resources and may be able to provide such products and services at little or no profit or even at a loss to compete with the Company’s offerings,company ’ current potential competitors substantial resources may able provide products services little profit even loss compete company ’ offerings
342,"Therefore, many components used by the Company, including those that are available from multiple sources, are at times subject to industry-wide shortage and significant pricing fluctuations that could materially adversely affect the Company’s financial condition and operating results.",2017,Therefore many components used by the Company including those that are available from multiple sources are at times subject to industrywide shortage and significant pricing fluctuations that could materially adversely affect the Company’s financial condition and operating results,therefore many components used company including available multiple sources times subject industrywide shortage significant pricing fluctuations could materially adversely affect company ’ financial condition operating results
343,"If the Company’s supply of components for a new or existing product were delayed or constrained, or if an outsourcing partner delayed shipments of completed products to the Company, the Company’s financial condition and operating results could be materially adversely affected.",2017,If the Company’s supply of components for a new or existing product were delayed or constrained or if an outsourcing partner delayed shipments of completed products to the Company the Company’s financial condition and operating results could be materially adversely affected,company ’ supply components new existing product delayed constrained outsourcing partner delayed shipments completed products company company ’ financial condition operating results could materially adversely affected
344,"The Company’s business and financial performance could also be materially adversely affected depending on the time required to obtain sufficient quantities from the original source, or to identify and obtain sufficient quantities from an alternative source.",2017,The Company’s business and financial performance could also be materially adversely affected depending on the time required to obtain sufficient quantities from the original source or to identify and obtain sufficient quantities from an alternative source,company ’ business financial performance could also materially adversely affected depending time required obtain sufficient quantities original source identify obtain sufficient quantities alternative source
345,"Continued availability of these components at acceptable prices, or at all, may be affected if those suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements.",2017,Continued availability of these components at acceptable prices or at all may be affected if those suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements,continued availability components acceptable prices may affected suppliers decide concentrate production common components instead components customized meet company ’ requirements
346,"Therefore, the Company remains subject to significant risks of supply shortages and price increases that could materially adversely affect its financial condition and operating results.",2017,Therefore the Company remains subject to significant risks of supply shortages and price increases that could materially adversely affect its financial condition and operating results,therefore company remains subject significant risks supply shortages price increases could materially adversely affect financial condition operating results
347,"Although the Company works closely with its outsourcing partners on manufacturing schedules, the Company’s operating results could be adversely affected if its outsourcing partners were unable to meet their production commitments.",2017,Although the Company works closely with its outsourcing partners on manufacturing schedules the Company’s operating results could be adversely affected if its outsourcing partners were unable to meet their production commitments,although company works closely outsourcing partners manufacturing schedules company ’ operating results could adversely affected outsourcing partners unable meet production commitments
348,"Because the industries in which the Company competes are characterized by rapid technological advances, the Company’s ability to compete successfully depends heavily upon its ability to ensure a continual and timely flow of competitive products, services and technologies to the marketplace.",2017,Because the industries in which the Company competes are characterized by rapid technological advances the Company’s ability to compete successfully depends heavily upon its ability to ensure a continual and timely flow of competitive products services and technologies to the marketplace,industries company competes characterized rapid technological advances company ’ ability compete successfully depends heavily upon ability ensure continual timely flow competitive products services technologies marketplace
349,"The Company continues to develop new technologies to enhance existing products and services, and to expand the range of its offerings through R&D, licensing of intellectual property and acquisition of third-party businesses and technology.",2017,The Company continues to develop new technologies to enhance existing products and services and to expand the range of its offerings through RD licensing of intellectual property and acquisition of thirdparty businesses and technology,company continues develop new technologies enhance existing products services expand range offerings rd licensing intellectual property acquisition thirdparty businesses technology
350,"The Company currently holds a broad collection of intellectual property rights relating to certain aspects of its hardware devices, accessories, software and services.",2017,The Company currently holds a broad collection of intellectual property rights relating to certain aspects of its hardware devices accessories software and services,company currently holds broad collection intellectual property rights relating certain aspects hardware devices accessories software services
351,"Although the Company believes the ownership of such intellectual property rights is an important factor in its business and that its success does depend in part on such ownership, the Company relies primarily on the innovative skills, technical competence and marketing abilities of its personnel.",2017,Although the Company believes the ownership of such intellectual property rights is an important factor in its business and that its success does depend in part on such ownership the Company relies primarily on the innovative skills technical competence and marketing abilities of its personnel,although company believes ownership intellectual property rights important factor business success depend part ownership company relies primarily innovative skills technical competence marketing abilities personnel
352,Many of the Company’s products are designed to include intellectual property obtained from third parties.,2017,Many of the Company’s products are designed to include intellectual property obtained from third parties,many company ’ products designed include intellectual property obtained third parties
353,"Because of technological changes in the industries in which the Company competes, current extensive patent coverage and the rapid rate of issuance of new patents, it is possible that certain components of the Company’s products, processes and services may unknowingly infringe existing patents or intellectual property rights of others.",2017,Because of technological changes in the industries in which the Company competes current extensive patent coverage and the rapid rate of issuance of new patents it is possible that certain components of the Company’s products processes and services may unknowingly infringe existing patents or intellectual property rights of others,technological changes industries company competes current extensive patent coverage rapid rate issuance new patents possible certain components company ’ products processes services may unknowingly infringe existing patents intellectual property rights others
354,"Substantially all of the Company’s hardware products are currently manufactured by outsourcing partners that are located primarily in Asia, with some Mac computers manufactured in the U.S. and Ireland.",2017,Substantially all of the Company’s hardware products are currently manufactured by outsourcing partners that are located primarily in Asia with some Mac computers manufactured in the US and Ireland,substantially company ’ hardware products currently manufactured outsourcing partners located primarily asia mac computers manufactured us ireland
355,"Substantially all of the Company’s hardware products are currently manufactured by outsourcing partners that are located primarily in Asia, with some Mac computers manufactured in the U.S. and Ireland.",2017,Substantially all of the Company’s hardware products are currently manufactured by outsourcing partners that are located primarily in Asia with some Mac computers manufactured in the US and Ireland,substantially company ’ hardware products currently manufactured outsourcing partners located primarily asia mac computers manufactured us ireland
356,"Margins on sales of the Company’s products in foreign countries and on sales of products that include components obtained from foreign suppliers, can be adversely affected by foreign currency exchange rate fluctuations and by international trade regulations, including tariffs and antidumping penalties.",2017,Margins on sales of the Company’s products in foreign countries and on sales of products that include components obtained from foreign suppliers can be adversely affected by foreign currency exchange rate fluctuations and by international trade regulations including tariffs and antidumping penalties,margins sales company ’ products foreign countries sales products include components obtained foreign suppliers adversely affected foreign currency exchange rate fluctuations international trade regulations including tariffs antidumping penalties
357,The Company also offers a 90-day limited warranty on the service parts used to repair the Company’s hardware products.,2017,The Company also offers a 90day limited warranty on the service parts used to repair the Company’s hardware products,company also offers 90day limited warranty service parts used repair company ’ hardware products
358,"In addition, where available, consumers may purchase APP or AC+, which extends service coverage on many of the Company’s hardware products.",2017,In addition where available consumers may purchase APP or AC which extends service coverage on many of the Company’s hardware products,addition available consumers may purchase app ac extends service coverage many company ’ hardware products
359,"The business, financial condition and operating results of the Company can be affected by a number of factors, whether currently known or unknown, including but not limited to those described below, any one or more of which could, directly or indirectly, cause the Company’s actual financial condition and operating results to vary materially from past, or from anticipated future, financial condition and operating results.",2017,The business financial condition and operating results of the Company can be affected by a number of factors whether currently known or unknown including but not limited to those described below any one or more of which could directly or indirectly cause the Company’s actual financial condition and operating results to vary materially from past or from anticipated future financial condition and operating results,business financial condition operating results company affected number factors whether currently known unknown including limited described one could directly indirectly cause company ’ actual financial condition operating results vary materially past anticipated future financial condition operating results
360,"Any of these factors, in whole or in part, could materially and adversely affect the Company’s business, financial condition, operating results and stock price.",2017,Any of these factors in whole or in part could materially and adversely affect the Company’s business financial condition operating results and stock price,factors whole part could materially adversely affect company ’ business financial condition operating results stock price
361,"Uncertainty about global and regional economic conditions poses a risk as consumers and businesses may postpone spending in response to tighter credit, higher unemployment, financial market volatility, government austerity programs, negative financial news, declines in income or asset values and/or other factors.",2017,Uncertainty about global and regional economic conditions poses a risk as consumers and businesses may postpone spending in response to tighter credit higher unemployment financial market volatility government austerity programs negative financial news declines in income or asset values andor other factors,uncertainty global regional economic conditions poses risk consumers businesses may postpone spending response tighter credit higher unemployment financial market volatility government austerity programs negative financial news declines income asset values andor factors
362,These worldwide and regional economic conditions could have a material adverse effect on demand for the Company’s products and services.,2017,These worldwide and regional economic conditions could have a material adverse effect on demand for the Company’s products and services,worldwide regional economic conditions could material adverse effect demand company ’ products services
363,Demand also could differ materially from the Company’s expectations as a result of currency fluctuations because the Company generally raises prices on goods and services sold outside the U.S. to correspond with the effect of a strengthening of the U.S. dollar.,2017,Demand also could differ materially from the Company’s expectations as a result of currency fluctuations because the Company generally raises prices on goods and services sold outside the US to correspond with the effect of a strengthening of the US dollar,demand also could differ materially company ’ expectations result currency fluctuations company generally raises prices goods services sold outside us correspond effect strengthening us dollar
364,These and other economic factors could materially adversely affect demand for the Company’s products and services.,2017,These and other economic factors could materially adversely affect demand for the Company’s products and services,economic factors could materially adversely affect demand company ’ products services
365,"This could have a number of effects on the Company’s business, including the insolvency or financial instability of outsourcing partners or suppliers or their inability to obtain credit to finance development and/or manufacture products, resulting in product delays; inability of customers, including channel partners, to obtain credit to finance purchases of the Company’s products; failure of derivative counterparties and other financial institutions; and restrictions on the Company’s ability to issue new debt.",2017,This could have a number of effects on the Company’s business including the insolvency or financial instability of outsourcing partners or suppliers or their inability to obtain credit to finance development andor manufacture products resulting in product delays inability of customers including channel partners to obtain credit to finance purchases of the Company’s products failure of derivative counterparties and other financial institutions and restrictions on the Company’s ability to issue new debt,could number effects company ’ business including insolvency financial instability outsourcing partners suppliers inability obtain credit finance development andor manufacture products resulting product delays inability customers including channel partners obtain credit finance purchases company ’ products failure derivative counterparties financial institutions restrictions company ’ ability issue new debt
366,Other income and expense also could vary materially from expectations depending on gains or losses realized on the sale or exchange of financial instruments; impairment charges resulting from revaluations of debt and equity securities and other investments; changes in interest rates; increases or decreases in cash balances; volatility in foreign exchange rates; and changes in fair value of derivative instruments.,2017,Other income and expense also could vary materially from expectations depending on gains or losses realized on the sale or exchange of financial instruments impairment charges resulting from revaluations of debt and equity securities and other investments changes in interest rates increases or decreases in cash balances volatility in foreign exchange rates and changes in fair value of derivative instruments,income expense also could vary materially expectations depending gains losses realized sale exchange financial instruments impairment charges resulting revaluations debt equity securities investments changes interest rates increases decreases cash balances volatility foreign exchange rates changes fair value derivative instruments
367,"Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.",2017,Global markets for the Company’s products and services are highly competitive and subject to rapid technological change and the Company may be unable to compete effectively in these markets,global markets company ’ products services highly competitive subject rapid technological change company may unable compete effectively markets
368,"The Company’s products and services compete in highly competitive global markets characterized by aggressive price competition and resulting downward pressure on gross margins, frequent introduction of new products, short product life cycles, evolving industry standards, continual improvement in product price/performance characteristics, rapid adoption of technological and product advancements by competitors and price sensitivity on the part of consumers.",2017,The Company’s products and services compete in highly competitive global markets characterized by aggressive price competition and resulting downward pressure on gross margins frequent introduction of new products short product life cycles evolving industry standards continual improvement in product priceperformance characteristics rapid adoption of technological and product advancements by competitors and price sensitivity on the part of consumers,company ’ products services compete highly competitive global markets characterized aggressive price competition resulting downward pressure gross margins frequent introduction new products short product life cycles evolving industry standards continual improvement product priceperformance characteristics rapid adoption technological product advancements competitors price sensitivity part consumers
369,"The Company’s ability to compete successfully depends heavily on its ability to ensure a continuing and timely introduction of innovative new products, services and technologies to the marketplace.",2017,The Company’s ability to compete successfully depends heavily on its ability to ensure a continuing and timely introduction of innovative new products services and technologies to the marketplace,company ’ ability compete successfully depends heavily ability ensure continuing timely introduction innovative new products services technologies marketplace
370,"The Company believes it is unique in that it designs and develops nearly the entire solution for its products, including the hardware, operating system, numerous software applications and related services.",2017,The Company believes it is unique in that it designs and develops nearly the entire solution for its products including the hardware operating system numerous software applications and related services,company believes unique designs develops nearly entire solution products including hardware operating system numerous software applications related services
371,"If the Company is unable to continue to develop and sell innovative new products with attractive margins or if competitors infringe on the Company’s intellectual property, the Company’s ability to maintain a competitive advantage could be adversely affected.",2017,If the Company is unable to continue to develop and sell innovative new products with attractive margins or if competitors infringe on the Company’s intellectual property the Company’s ability to maintain a competitive advantage could be adversely affected,company unable continue develop sell innovative new products attractive margins competitors infringe company ’ intellectual property company ’ ability maintain competitive advantage could adversely affected
372,"The Company markets certain mobile communication and media devices based on the iOS mobile operating system and also markets related services, including third-party digital content and applications.",2017,The Company markets certain mobile communication and media devices based on the iOS mobile operating system and also markets related services including thirdparty digital content and applications,company markets certain mobile communication media devices based ios mobile operating system also markets related services including thirdparty digital content applications
373,"Additionally, the Company faces significant competition as competitors reduce their selling prices and attempt to imitate the Company’s product features and applications within their own products or, alternatively, collaborate with each other to offer solutions that are more competitive than those they currently offer.",2017,Additionally the Company faces significant competition as competitors reduce their selling prices and attempt to imitate the Company’s product features and applications within their own products or alternatively collaborate with each other to offer solutions that are more competitive than those they currently offer,additionally company faces significant competition competitors reduce selling prices attempt imitate company ’ product features applications within products alternatively collaborate offer solutions competitive currently offer
374,The Company’s financial condition and operating results depend substantially on the Company’s ability to continually improve iOS and iOS devices in order to maintain their functional and design advantages.,2017,The Company’s financial condition and operating results depend substantially on the Company’s ability to continually improve iOS and iOS devices in order to maintain their functional and design advantages,company ’ financial condition operating results depend substantially company ’ ability continually improve ios ios devices order maintain functional design advantages
375,"In the market for personal computers and accessories, the Company faces a significant number of competitors, many of which have broader product lines, lower-priced products and a larger installed customer base.",2017,In the market for personal computers and accessories the Company faces a significant number of competitors many of which have broader product lines lowerpriced products and a larger installed customer base,market personal computers accessories company faces significant number competitors many broader product lines lowerpriced products larger installed customer base
376,An increasing number of internet-enabled devices that include software applications and are smaller and simpler than traditional personal computers compete for market share with the Company’s existing products.,2017,An increasing number of internetenabled devices that include software applications and are smaller and simpler than traditional personal computers compete for market share with the Company’s existing products,increasing number internetenabled devices include software applications smaller simpler traditional personal computers compete market share company ’ existing products
377,The Company’s financial condition and operating results also depend on its ability to continually improve the Mac platform to maintain its functional and design advantages.,2017,The Company’s financial condition and operating results also depend on its ability to continually improve the Mac platform to maintain its functional and design advantages,company ’ financial condition operating results also depend ability continually improve mac platform maintain functional design advantages
378,There can be no assurance the Company will be able to continue to provide products and services that compete effectively.,2017,There can be no assurance the Company will be able to continue to provide products and services that compete effectively,assurance company able continue provide products services compete effectively
379,"The success of new product introductions depends on a number of factors including, but not limited to, timely and successful product development, market acceptance, the Company’s ability to manage the risks associated with new product production ramp-up issues, the availability of application software for new products, the effective management of purchase commitments and inventory levels in line with anticipated product demand, the availability of products in appropriate quantities and at expected costs to meet anticipated demand and the risk that new products may have quality or other defects or deficiencies in the early stages of introduction.",2017,The success of new product introductions depends on a number of factors including but not limited to timely and successful product development market acceptance the Company’s ability to manage the risks associated with new product production rampup issues the availability of application software for new products the effective management of purchase commitments and inventory levels in line with anticipated product demand the availability of products in appropriate quantities and at expected costs to meet anticipated demand and the risk that new products may have quality or other defects or deficiencies in the early stages of introduction,success new product introductions depends number factors including limited timely successful product development market acceptance company ’ ability manage risks associated new product production rampup issues availability application software new products effective management purchase commitments inventory levels line anticipated product demand availability products appropriate quantities expected costs meet anticipated demand risk new products may quality defects deficiencies early stages introduction
380,"The Company also sells its products and third-party products in most of its major markets directly to education, enterprise and government customers and consumers and small and mid-sized businesses through its retail and online stores.",2017,The Company also sells its products and thirdparty products in most of its major markets directly to education enterprise and government customers and consumers and small and midsized businesses through its retail and online stores,company also sells products thirdparty products major markets directly education enterprise government customers consumers small midsized businesses retail online stores
381,"Because the Company’s markets are volatile, competitive and subject to rapid technology and price changes, there is a risk the Company will forecast incorrectly and order or produce excess or insufficient amounts of components or products, or not fully utilize firm purchase commitments.",2017,Because the Company’s markets are volatile competitive and subject to rapid technology and price changes there is a risk the Company will forecast incorrectly and order or produce excess or insufficient amounts of components or products or not fully utilize firm purchase commitments,company ’ markets volatile competitive subject rapid technology price changes risk company forecast incorrectly order produce excess insufficient amounts components products fully utilize firm purchase commitments
382,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,2017,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms,future operating results depend upon company ’ ability obtain components sufficient quantities commercially reasonable terms
383,"Many components, including those that are available from multiple sources, are at times subject to industry-wide shortages and significant commodity pricing fluctuations.",2017,Many components including those that are available from multiple sources are at times subject to industrywide shortages and significant commodity pricing fluctuations,many components including available multiple sources times subject industrywide shortages significant commodity pricing fluctuations
384,"A number of suppliers of components may suffer from poor financial conditions, which can lead to business failure for the supplier or consolidation within a particular industry, further limiting the Company’s ability to obtain sufficient quantities of components on commercially reasonable terms.",2017,A number of suppliers of components may suffer from poor financial conditions which can lead to business failure for the supplier or consolidation within a particular industry further limiting the Company’s ability to obtain sufficient quantities of components on commercially reasonable terms,number suppliers components may suffer poor financial conditions lead business failure supplier consolidation within particular industry limiting company ’ ability obtain sufficient quantities components commercially reasonable terms
385,The Company’s new products often utilize custom components available from only one source.,2017,The Company’s new products often utilize custom components available from only one source,company ’ new products often utilize custom components available one source
386,"Continued availability of these components at acceptable prices, or at all, may be affected for any number of reasons, including if those suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements.",2017,Continued availability of these components at acceptable prices or at all may be affected for any number of reasons including if those suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements,continued availability components acceptable prices may affected number reasons including suppliers decide concentrate production common components instead components customized meet company ’ requirements
387,"The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.",2017,The Company depends on component and product manufacturing and logistical services provided by outsourcing partners many of which are located outside of the US,company depends component product manufacturing logistical services provided outsourcing partners many located outside us
388,"The Company relies on sole-sourced outsourcing partners in the U.S., Asia and Europe to supply and manufacture many critical components, and on outsourcing partners primarily located in Asia, for final assembly of substantially all of the Company’s hardware products.",2017,The Company relies on solesourced outsourcing partners in the US Asia and Europe to supply and manufacture many critical components and on outsourcing partners primarily located in Asia for final assembly of substantially all of the Company’s hardware products,company relies solesourced outsourcing partners us asia europe supply manufacture many critical components outsourcing partners primarily located asia final assembly substantially company ’ hardware products
389,"In addition, manufacturing or logistics in these locations or transit to final destinations may be disrupted for a variety of reasons including, but not limited to, natural and man-made disasters, information technology system failures, commercial disputes, military actions or economic, business, labor, environmental, public health, or political issues.",2017,In addition manufacturing or logistics in these locations or transit to final destinations may be disrupted for a variety of reasons including but not limited to natural and manmade disasters information technology system failures commercial disputes military actions or economic business labor environmental public health or political issues,addition manufacturing logistics locations transit final destinations may disrupted variety reasons including limited natural manmade disasters information technology system failures commercial disputes military actions economic business labor environmental public health political issues
390,The Company’s products and services may experience quality problems from time to time that can result in decreased sales and operating margin and harm to the Company’s reputation.,2017,The Company’s products and services may experience quality problems from time to time that can result in decreased sales and operating margin and harm to the Company’s reputation,company ’ products services may experience quality problems time time result decreased sales operating margin harm company ’ reputation
391,The Company sells complex hardware and software products and services that can contain design and manufacturing defects.,2017,The Company sells complex hardware and software products and services that can contain design and manufacturing defects,company sells complex hardware software products services contain design manufacturing defects
392,"Some third-party content providers and distributors currently or in the future may offer competing products and services, and could take action to make it more difficult or impossible for the Company to license or otherwise distribute their content in the future.",2017,Some thirdparty content providers and distributors currently or in the future may offer competing products and services and could take action to make it more difficult or impossible for the Company to license or otherwise distribute their content in the future,thirdparty content providers distributors currently future may offer competing products services could take action make difficult impossible company license otherwise distribute content future
393,"Failure to obtain the right to make third-party digital content available, or to make such content available on commercially reasonable terms, could have a material adverse impact on the Company’s financial condition and operating results.",2017,Failure to obtain the right to make thirdparty digital content available or to make such content available on commercially reasonable terms could have a material adverse impact on the Company’s financial condition and operating results,failure obtain right make thirdparty digital content available make content available commercially reasonable terms could material adverse impact company ’ financial condition operating results
394,"In addition, certain countries have passed or may propose and adopt legislation that would force the Company to license its digital rights management, which could lessen the protection of content and subject it to piracy and also could negatively affect arrangements with the Company’s content providers.",2017,In addition certain countries have passed or may propose and adopt legislation that would force the Company to license its digital rights management which could lessen the protection of content and subject it to piracy and also could negatively affect arrangements with the Company’s content providers,addition certain countries passed may propose adopt legislation would force company license digital rights management could lessen protection content subject piracy also could negatively affect arrangements company ’ content providers
395,The Company believes decisions by customers to purchase its hardware products depend in part on the availability of third-party software applications and services.,2017,The Company believes decisions by customers to purchase its hardware products depend in part on the availability of thirdparty software applications and services,company believes decisions customers purchase hardware products depend part availability thirdparty software applications services
396,There is no assurance that third-party developers will continue to develop and maintain software applications and services for the Company’s products.,2017,There is no assurance that thirdparty developers will continue to develop and maintain software applications and services for the Company’s products,assurance thirdparty developers continue develop maintain software applications services company ’ products
397,"With respect to its Mac products, the Company believes the availability of third-party software applications and services depends in part on the developers’ perception and analysis of the relative benefits of developing, maintaining and upgrading such software for the Company’s products compared to Windows-based products.",2017,With respect to its Mac products the Company believes the availability of thirdparty software applications and services depends in part on the developers’ perception and analysis of the relative benefits of developing maintaining and upgrading such software for the Company’s products compared to Windowsbased products,respect mac products company believes availability thirdparty software applications services depends part developers ’ perception analysis relative benefits developing maintaining upgrading software company ’ products compared windowsbased products
